OBJECTID,RESP_ID,YEAR,INTERVIEW_DATE,RESP_STATE,RESP_COUNTY,ZIP_CODE,ZIP_CODE_POP_DENSITY_QUINTILE,RESP_AGE,RESP_GENDER,RESP_COMBINED_SEX_BY_AGE,RESP_RACE_WHITE,RESP_RACE_BLACK,RESP_RACE_ASIAN,RESP_RACE_INDIGENOUS_AMERICAN,RESP_RACE_PACIFIC_ISLANDER,RESP_RACE_OTHER_RACE,RESP_RACE_UNKNOWN,RESP_RACE_DECLINED,RESP_RACE_OTHER_RACE_DETAIL,RESP_ETHNICITY_HISPANIC,RESP_COMBINED_RACE_ETHNICITY,RESP_BIRTH_COUNTRY,RESP_COMBINED_RACE_ETH_BIRTH,RESP_COMBINED_RACE_BY_AGE,RESP_RACE_BY_EDU,LANGUAGE,RESP_EDU_LEVEL,RESP_EDU_4_CATEGORIES,RESP_COMBINED_SEX_BY_EDU,RESP_COMBINED_AGE_BY_EDU,HH_INCOME,HH_ADULTS_COUNT,HH_18_OR_UNDER_COUNT,HH_WITH_KIDS_5_TO_18,HH_K_12_HOUSEHOLD,HH_MOBILE_INTERNET,HH_WIRED_BROADBAND,HH_SATELLITE_INTERNET,HH_DIAL_UP_INTERNET,HH_ANY_INTERNET_ACCESS,HH_CP_LANDLINE,HH_LL_CELL_PHONE,HH_LL_SMARTPHONE,RESP_LL_CELL_PHONE,HH_COMBINED_PHONE_ACCESS,HH_COMPUTER,HH_TABLET,HH_WITH_KIDS_COMP_PROGRAMS,HH_WITH_KIDS_INTERNET_PROGRAMS,HH_INTERNET_INTERRUPTED,RESP_AWARE_PHLCONNECT,RESP_AWARE_FREE_INTERNET,RESP_AWARE_FED_PROGRAM,HH_DISCOUNT_INTERNET_SIGN_UP,HH_ABILITY_TO_KEEP_INTERNET,HH_NO_DISCOUNT_INTERNET_REASON,HH_NO_DISCOUNT_INTERNET_OTHER,RESP_INTERNET_SATISFACTION,HH_NO_BB_REASON_INTERNET_COST,HH_NO_BB_REASON_COMP_COST,HH_NO_BB_REASON_SMARTPHONE,HH_NO_BB_REASON_OTHER_LOCATION,HH_NO_BB_REASON_UNINSTALLABLE,HH_NO_BB_REASON_PRIVACY,HH_NO_BB_REASON_TECH_COMFORT,HH_NO_BB_REASON_NOT_WANT,HH_NO_BB_REASON_DEBT,HH_NO_BB_REASON_OTHER,HH_NO_BB_REASON_PRIMARY,RESP_NO_BB_PAST_INTERNET,RESP_BB_COST_LIMIT,INTERVIEW_PHONE_TYPE,RDD_TYPE,STATISTICAL_WEIGHT
1003,12023440,2021,22-Jun-21,1,1,19140,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,2,1,4,7,98,6,0,#NULL!,0,2,2,2,2,2,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,2,2,2,8,1,2,1,2,2,1,1,1,1,2,0.5801
1004,13009420,2021,22-Jun-21,1,1,19141,3,3,3,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,6,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.4111
1005,13010780,2021,21-Jun-21,1,1,19128,1,3,1,3,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,3,6,8,2,0,#NULL!,0,1,1,1,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,1,1,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.1661
1006,13006545,2021,2-Jul-21,1,1,19134,3,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,3,6,4,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.4505
1007,12008880,2021,27-Jun-21,1,1,19134,3,4,2,10,1,0,0,0,0,0,0,0,,1,3,2,3,8,7,10,3,2,4,4,1,2,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,2,1,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,2,2,2,2,2,2,2,1,2,3,1,2,1.8868
1008,12044619,2021,7-Jul-21,1,1,19140,4,5,1,5,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,3,2,1,7,99,2,2,2,0,2,2,2,2,2,1,#NULL!,2,,2,2,2,4,4,#NULL!,8,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,9,2,1,2,2,1,1,2,2,2,6,2,4,1,2,0.8262
1009,12012215,2021,6-Jul-21,1,1,19107,5,2,1,2,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,4,9,3,2,1,1,3,1,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,2.7377
1010,12033741,2021,14-Jul-21,1,1,19111,2,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,99,4,1,2,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.7612
1011,12044772,2021,26-Jun-21,1,1,19125,4,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,6,6,98,1,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,#NULL!,1,2,2,2,#NULL!,97,Wasn't aware of the programs,#NULL!,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,0.2959
1012,12041697,2021,7-Jul-21,1,1,19123,3,3,1,3,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,12,9,6,4,3,6,6,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,0.3354
1013,12026868,2021,9-Jul-21,1,1,19151,3,4,2,10,1,1,0,0,0,0,0,0,,2,6,#NULL!,6,11,12,9,8,4,6,6,7,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.5915
1014,13004954,2021,26-Jun-21,1,1,19144,2,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,3,9,8,1,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.5184
1015,12056150,2021,26-Jun-21,1,1,19111,2,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,4,4,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,2,#NULL!,#NULL!,2,1,2,2,2,#NULL!,98,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.5201
1016,13002928,2021,14-Jul-21,1,1,19148,2,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,8,4,3,3,6,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.4298
1017,13006256,2021,28-Jun-21,1,1,19134,3,2,1,2,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,2,9,5,3,2,2,5,1,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,2.101
1018,12020727,2021,2-Jul-21,1,1,99998,,6,2,12,1,0,0,0,0,0,0,0,,1,3,2,3,9,7,10,1,1,4,7,98,4,1,1,1,1,8,8,1,1,2,#NULL!,2,,3,2,1,1,1,#NULL!,8,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,2,8,8,8,8,8,8,98,9,8,1,2,1.2312
1019,13003217,2021,22-Jun-21,1,1,19103,5,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,3,9,9,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.4585
1020,12010811,2021,26-Jun-21,1,1,19141,3,6,1,6,0,0,0,0,0,1,0,0,Liberian American,2,5,#NULL!,6,12,10,9,3,2,1,7,3,2,0,#NULL!,0,2,1,1,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,3.2588
1021,12017457,2021,23-Jun-21,1,1,19150,3,4,2,10,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,6,6,4,4,99,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.4677
1022,13010811,2021,22-Jun-21,1,1,19148,2,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,9,4,3,2,8,3,2,0,#NULL!,0,2,1,8,8,1,2,#NULL!,2,,3,1,2,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.9372
1023,13009481,2021,22-Jun-21,1,1,19146,5,3,1,3,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,6,4,3,6,99,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.61
1024,12004256,2021,25-Jun-21,1,1,19120,5,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,98,2,2,1,1,1,1,8,1,1,2,#NULL!,1,,3,1,1,1,1,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.7858
1025,12052428,2021,27-Jun-21,1,1,19121,3,4,1,4,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,1,4,2,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,1,2,2,2,2,2,2,#NULL!,2,1,1,2,1.5536
1026,12000125,2021,27-Jun-21,1,1,19142,4,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,6,9,6,1,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,97,Didnt need too,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.3655
1027,12059452,2021,25-Jun-21,1,1,19131,1,4,2,10,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,6,6,6,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.7194
1028,12010528,2021,6-Jul-21,1,1,19134,3,4,1,4,0,1,0,0,0,0,0,0,,1,3,1,3,8,7,9,3,2,1,4,2,1,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,1,1,1,1,1,2,1,2,2,3,1,3,1,2,1.6717
1029,12053988,2021,23-Jun-21,1,1,19111,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,4,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,2,2,2,1,1,2,2,1,2,5,1,2,0.9061
1030,12052276,2021,11-Jul-21,1,1,19148,2,1,2,7,1,1,0,0,0,0,0,0,,1,3,1,3,7,9,9,6,4,6,3,4,3,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,2,1.8032
1031,13000175,2021,21-Jun-21,1,1,19136,1,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,2,9,4,3,2,5,6,2,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,2,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.6998
1032,12049915,2021,29-Jun-21,1,1,19111,2,1,1,1,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,4,9,3,2,1,1,6,6,4,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,3.2588
1033,13007780,2021,2-Jul-21,1,1,19128,1,3,2,9,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,6,9,6,4,6,6,9,2,1,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.8882
1034,12034041,2021,14-Jul-21,1,1,19130,5,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,2,1,1,2,0,1,1,2,2,1,2,#NULL!,1,,3,2,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.8125
1035,13002779,2021,18-Jun-21,1,1,19147,5,3,2,9,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,6,6,9,2,2,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,2,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.4646
1036,13005017,2021,27-Jun-21,1,1,19122,4,3,1,3,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,12,9,8,4,3,6,8,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.3007
1037,12052369,2021,24-Jun-21,1,1,19145,2,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,9,4,3,5,8,6,1,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,1,2,#NULL!,2,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,0.7287
1038,12041685,2021,24-Jun-21,1,1,19143,4,2,2,8,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,5,9,5,3,5,2,1,1,1,1,1,1,1,2,8,1,2,#NULL!,1,,3,1,1,1,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,2.2401
1039,12027143,2021,8-Jul-21,1,1,19150,3,6,2,12,1,1,0,1,0,0,0,0,,2,6,#NULL!,6,12,11,9,4,3,5,8,5,3,3,1,1,1,1,2,2,1,1,#NULL!,1,,2,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,1.037
1040,12029293,2021,8-Jul-21,1,1,19129,1,1,1,1,0,0,0,0,0,1,0,0,mestizo,1,3,3,4,7,7,10,3,2,1,1,98,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,2,2,2,8,2,2,1,#NULL!,2,8,1,2,1.8629
1041,13003156,2021,21-Jun-21,1,1,19130,5,3,1,3,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,8,4,3,6,99,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.61
1042,12000317,2021,26-Jun-21,1,1,19134,3,5,2,11,0,0,0,0,0,1,0,0,Puerto rican,1,3,1,3,9,7,9,3,2,4,7,2,1,1,1,1,2,2,2,2,2,2,#NULL!,2,,3,1,2,1,1,#NULL!,2,2,1,2,#NULL!,97,Just did not apply,#NULL!,1,1,2,2,2,1,2,2,2,2,6,1,5,1,2,1.5131
1043,13004792,2021,20-Jun-21,1,1,19131,1,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,8,4,6,9,6,3,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.677
1044,12031128,2021,24-Jun-21,1,1,99999,,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,2,1,0,#NULL!,0,2,1,2,2,1,2,#NULL!,2,,3,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,1,2,0.8845
1045,12018219,2021,24-Jun-21,1,1,19149,5,4,2,10,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,5,3,5,5,6,4,1,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,1,2,2,2,#NULL!,97,just not interested because speed is not fast enough,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.8837
1046,12039096,2021,13-Jul-21,1,1,19146,5,2,2,8,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,5,9,5,3,5,2,2,1,4,1,1,1,2,2,2,1,2,#NULL!,1,,3,1,1,1,1,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,1,2,2,2,2,2,2,3,1,3,1,2,3.1519
1047,12018210,2021,1-Jul-21,1,1,19120,5,5,1,5,0,0,0,0,0,1,0,0,mixed,1,3,2,3,9,9,10,8,4,3,9,98,1,0,#NULL!,0,2,2,2,2,2,2,#NULL!,2,,3,1,2,#NULL!,#NULL!,#NULL!,2,1,2,2,#NULL!,97,Has subscribed to the program,#NULL!,2,2,2,2,2,2,2,1,2,2,#NULL!,2,5,1,2,0.4982
1048,13005048,2021,19-Jun-21,1,1,19144,2,4,1,4,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,5,9,5,3,2,5,7,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,5,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,1.7319
1049,13006215,2021,20-Jun-21,1,1,19125,4,2,2,8,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,3,9,8,4,6,3,9,2,2,2,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,1,1,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.8967
1050,12050255,2021,6-Jul-21,1,1,19140,4,4,2,10,0,0,0,1,0,0,0,0,,1,3,2,3,8,8,10,5,3,5,5,2,4,1,2,0,1,2,2,1,1,2,#NULL!,1,,3,2,2,4,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,2,8,2,2,2,2,1,4,1,2,0.801
1051,12036283,2021,7-Jul-21,1,1,19134,3,5,2,11,1,0,0,1,0,0,0,0,,2,6,#NULL!,6,12,11,9,4,3,5,8,3,4,0,#NULL!,0,1,2,2,2,1,2,#NULL!,1,,3,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,1,2,2,1,2,1,1,5,1,2,1.6679
1052,12000282,2021,24-Jun-21,1,1,19143,4,2,2,8,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,4,6,9,6,4,6,3,7,1,2,1,1,1,1,2,2,1,1,#NULL!,1,,2,1,1,4,4,2,2,1,2,2,#NULL!,97,had internet service before pandemic started,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,2,0.975
1053,13002739,2021,7-Jul-21,1,1,19146,5,3,2,9,1,0,0,0,0,1,0,0,West Indian,2,6,#NULL!,6,11,12,9,6,4,6,6,5,2,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,1,3,0.7512
1054,12019447,2021,15-Jul-21,1,1,19149,5,2,1,2,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,10,10,45060,3,2,1,1,2,4,0,#NULL!,0,1,1,2,2,1,2,#NULL!,1,,3,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1.1445
1055,13010663,2021,25-Jun-21,1,1,19152,2,2,2,8,1,0,0,0,0,0,0,0,,1,3,3,4,7,9,9,8,4,6,3,6,4,4,1,1,1,1,2,2,1,2,#NULL!,1,,3,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.5903
1056,13002567,2021,25-Jun-21,1,1,19121,3,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,8,4,6,9,3,1,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,1,1,2,#NULL!,1,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,3,0.4005
1057,13004473,2021,26-Jun-21,1,1,19119,1,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,6,2,0,#NULL!,0,1,1,2,2,1,1,#NULL!,1,,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,1,3,0.6188
1058,12006969,2021,24-Jun-21,1,1,19120,5,5,1,5,0,1,0,0,0,0,0,0,,1,3,3,4,9,9,10,6,4,3,9,2,3,2,1,1,1,1,1,2,1,2,#NULL!,2,,3,2,1,1,4,1,2,1,2,2,#NULL!,97,Did not know about offer,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,2,0.215
